operating_date,timestamp,executed,baseline,final_commitment,load_energy,pv_energy,price,charge,discharge,emergency,spill,mode,soc_before,soc_after
2025-01-27,2025-01-27T23:40:00,True,884.0625878205128,884.0625878205128,632.4230833333334,0.0,0.424,251.63950448717947,0.0,0.0,0.0,1.0,5163.656403853277,5390.131957891738
2025-01-27,2025-01-27T23:50:00,True,554.342807051282,554.342807051282,607.8704,0.0,0.4271,0.0,53.52759294871805,0.0,0.0,0.0,5390.131957891738,5330.656854615385
2025-01-27,2025-01-28T00:00:00,True,552.0320666666667,552.0320666666667,576.4449999999999,0.0,0.4276,0.0,24.412933333333285,0.0,0.0,0.0,5330.656854615385,5303.531373133904
2025-01-28,2025-01-28T00:10:00,True,1390.8578030864196,1390.8578030864196,615.9667999999999,0.0,0.4248,774.8910030864197,0.0,0.0,0.0,1.0,5303.531373133904,6000.933275911681
2025-01-28,2025-01-28T00:20:00,True,1395.1084716049381,1395.1084716049381,624.3405666666666,0.0,0.4245,770.7679049382715,0.0,0.0,0.0,1.0,6000.933275911681,6694.624390356126
2025-01-28,2025-01-28T00:30:00,True,1399.3007407407408,1399.3007407407408,586.3566666666666,0.0,0.4269,812.9440740740743,0.0,0.0,0.0,1.0,6694.624390356126,7426.274057022793
2025-01-28,2025-01-28T00:40:00,True,1398.225887037037,1398.225887037037,592.1088833333333,0.0,0.4272,806.1170037037036,0.0,0.0,0.0,1.0,7426.274057022793,8151.779360356127
2025-01-28,2025-01-28T00:50:00,True,1399.3666049382718,1399.3666049382718,622.3701666666666,0.0,0.4271,776.9964382716053,0.0,0.0,0.0,1.0,8151.779360356127,8851.076154800572
2025-01-28,2025-01-28T01:00:00,True,849.6165607154144,849.6165607154144,650.7316666666666,0.0,0.4285,198.88489404874792,0.0,0.0,-1.1368683772161603e-13,1.0,8851.076154800572,9030.072559444445
2025-01-28,2025-01-28T01:10:00,True,591.8036376543209,591.8036376543209,670.9591833333333,0.0,0.4311,0.0,0.0,79.15554567901233,0.0,0.0,9030.072559444445,9030.072559444445
2025-01-28,2025-01-28T01:20:00,True,595.6225574074074,595.6225574074074,671.6891666666667,0.0,0.4302,0.0,0.0,76.06660925925928,0.0,0.0,9030.072559444445,9030.072559444445
